y0,y1,y2,y3,y4,y5,y6
0.726091,0.640072,0.286003,0.521485,0.391661,0.283532,0.252066
0.139918,0.675591,0.092389,0.832535,0.917158,0.635596,0.100369
0.720754,0.071307,0.868457,0.990476,0.432556,0.349975,0.294396
0.409445,0.711146,0.331911,0.500575,0.511897,0.296513,0.5328
0.069264,0.144983,0.477118,0.469512,0.447498,0.737341,0.967223
0.969393,0.180517,0.403578,0.426787,0.010762,0.09018,0.079258
0.69388,0.692652,0.503918,0.045455,0.208449,0.815082,0.121988
0.258594,0.910401,0.408574,0.481933,0.493017,0.260934,0.009197
0.557072,0.075744,0.404187,0.011488,0.919038,0.544795,0.353223
0.006083,0.856945,0.546238,0.782807,0.692288,0.747415,0.524786
0.736906,0.975508,0.097548,0.627104,0.740352,0.61549,0.109435
0.481947,0.801508,0.312068,0.252784,0.515972,0.28623,0.899885
0.9342,0.141877,0.615199,0.993251,0.484817,0.582819,0.970915
0.04306,0.859176,0.279484,0.758235,0.565454,0.406564,0.042072
0.217922,0.001442,0.851122,0.099222,0.363437,0.124855,0.906592
0.348894,0.613076,0.876223,0.914436,0.8502,0.505877,0.519703
0.408032,0.203203,0.9121,0.618956,0.286795,0.955156,0.025346
0.500658,0.118255,0.787005,0.389208,0.800768,0.661798,0.710802
0.242517,0.530667,0.243329,0.299195,0.947268,0.058093,0.442793
0.989797,0.161902,0.780561,0.09741,0.647344,0.403778,0.83354
0.637252,0.970045,0.932897,0.231757,0.682727,0.211651,0.852802
0.570279,0.723639,0.879022,0.85689,0.910123,0.178374,0.803481
0.286368,0.966463,0.003971,0.484794,0.97307,0.472796,0.534188
0.927099,0.474591,0.049636,0.019082,0.787424,0.37324,0.757047
0.828257,0.706888,0.12699,0.583009,0.212484,0.511674,0.849055
0.394433,0.671684,0.368491,0.14365,0.706592,0.677445,0.504187
0.627593,0.387867,0.594635,0.746593,0.451841,0.898481,0.872432
0.893465,0.57677,0.419374,0.676727,0.720158,0.099101,0.245299
0.827428,0.068757,0.033474,0.895158,0.41848,0.07985,0.820664
0.415617,0.72737,0.314289,0.327979,0.11001,0.283839,0.767239
0.767441,0.535033,0.276584,0.958772,0.1131,0.238501,0.9275
0.940875,0.694505,0.547337,0.048321,0.612367,0.567995,0.94764
0.412734,0.276411,0.645836,0.168249,0.391391,0.431608,0.314283
0.444164,0.427066,0.977362,0.743801,0.844154,0.076806,0.129404
0.503453,0.241253,0.624523,0.127373,0.834991,0.003528,0.483165
0.395583,0.723648,0.265973,0.040883,0.116141,0.259054,0.907546
0.597251,0.802426,0.519606,0.184641,0.152321,0.108645,0.072915
0.808172,0.674045,0.34659,0.836421,0.290261,0.673717,0.617059
0.982638,0.492163,0.828779,0.867732,0.447979,0.668603,0.169845
0.160443,0.35802,0.092899,0.755897,0.398703,0.794435,0.948574
0.620673,0.166822,0.068079,0.918073,0.035608,0.648398,0.8338
0.100423,0.61136,0.866485,0.041625,0.797457,0.837499,0.871673
0.229131,0.553847,0.434388,0.069683,0.648773,0.920781,0.452083
0.063824,0.3782,0.844677,0.442266,0.421876,0.389031,0.102775
0.093463,0.743634,0.87761,0.170055,0.191149,0.738608,0.326767
0.491457,0.185437,0.370593,0.813213,0.160474,0.040942,0.399889
0.088367,0.154449,0.773951,0.717317,0.668506,0.379447,0.127999
0.440009,0.519518,0.485202,0.121205,0.916135,0.483012,0.847005
0.797217,0.665657,0.048753,0.707743,0.715296,0.435338,0.771433
0.343891,0.143434,0.047284,0.576664,0.08818,0.393069,0.121258
0.661011,0.394241,0.723594,0.240616,0.274062,0.119551,0.416422
0.519003,0.158837,0.428769,0.010956,0.772946,0.778459,0.204619
0.649789,0.624117,0.968155,0.330707,0.697951,0.012847,0.272411
0.194577,0.845731,0.493183,0.797383,0.06416,0.005784,0.608063
0.195917,0.620473,0.436394,0.05672,0.024156,0.084906,0.888468
0.003211,0.543763,0.855549,0.540889,0.934477,0.767292,0.136344
0.934728,0.697648,0.579364,0.270779,0.245039,0.106569,0.869805
0.766583,0.141199,0.664377,0.067113,0.165796,0.779043,0.716329
0.681114,0.937344,0.789217,0.465703,0.13194,0.351078,0.276602
0.43685,0.993238,0.276563,0.767139,0.023235,0.670958,0.966046
0.056522,0.382984,0.498223,0.636297,0.437458,0.219097,0.63513
0.796676,0.824917,0.886833,0.040232,0.341502,0.983539,0.944686
0.980754,0.348436,0.994493,0.174834,0.410634,0.120562,0.86107
0.921443,0.773206,0.873229,0.758979,0.529096,0.457952,0.514443
0.078133,0.469617,0.109296,0.839543,0.508292,0.679802,0.472745
0.497025,0.896647,0.132807,0.37965,0.842509,0.171774,0.669349
0.238287,0.312864,0.028937,0.044447,0.322887,0.942256,0.950963
0.868902,0.025464,0.808927,0.823778,0.116968,0.073035,0.663438
0.259535,0.091128,0.177349,0.759721,0.951553,0.519552,0.862256
0.994014,0.920854,0.303282,0.202807,0.868015,0.885607,0.836712
0.97356,0.019821,0.440434,0.309751,0.488014,0.406517,0.920842
0.298695,0.425638,0.663295,0.210248,0.11181,0.535466,0.994085
0.554878,0.364673,0.219502,0.37824,0.33944,0.663849,0.648089
0.705354,0.725248,0.59315,0.18151,0.791022,0.419361,0.385836
0.537554,0.811911,0.813401,0.557481,0.40553,0.621494,0.74404
0.598618,0.693259,0.217885,0.810395,0.535548,0.835112,0.762615
0.189013,0.74924,0.196307,0.286537,0.598623,0.678992,0.857315
0.966997,0.664524,0.700258,0.40257,0.272648,0.576324,0.323813
0.176184,0.949367,0.397021,0.571702,0.659636,0.123889,0.421679
0.174911,0.133368,0.511779,0.541209,0.609437,0.662367,0.315829
0.189624,0.995418,0.109274,0.967023,0.454728,0.222908,0.401676
0.427766,0.203844,0.974223,0.433325,0.911508,0.240661,0.584895
0.681161,0.294285,0.928866,0.730009,0.410711,0.11561,0.288746
0.907792,0.929575,0.02122,0.830144,0.481302,0.582265,0.340986
0.214159,0.130857,0.960142,0.676213,0.454262,0.314006,0.218364
0.373465,0.778788,0.673078,0.270558,0.198592,0.565079,0.685355
0.986025,0.547924,0.710766,0.989181,0.728117,0.967701,0.646966
0.843049,0.975705,0.944012,0.522182,0.137763,0.371857,0.070349
0.160131,0.501271,0.205572,0.748468,0.030367,0.255071,0.210149
0.79068,0.348207,0.769155,0.790422,0.931544,0.202568,0.315215
0.191777,0.550924,0.177999,0.191726,0.891394,0.987876,0.386862
0.878291,0.627828,0.976721,0.036372,0.454429,0.157764,0.270165
0.246653,0.255715,0.330888,0.84186,0.898526,0.831381,0.211878
0.255389,0.089739,0.584579,0.804918,0.805441,0.301996,0.24766
0.489406,0.507575,0.240408,0.099254,0.073207,0.826535,0.145851
0.741956,0.500611,0.494244,0.18758,0.812192,0.911851,0.606499
0.726381,0.15324,0.290189,0.571359,0.26794,0.327409,0.126877
0.965116,0.451314,0.897629,0.741139,0.970742,0.320955,0.090574
0.862675,0.920658,0.38762,0.108677,0.745326,0.90745,0.777204
0.975182,0.353235,0.748987,0.048705,0.948804,0.034949,0.681095
0.147548,0.341164,0.731668,0.279613,0.228324,0.535329,0.212749
0.909848,0.278163,0.449883,0.808271,0.041269,0.609467,0.396463
0.142991,0.102002,0.069797,0.098527,0.459495,0.805123,0.749744
0.792601,0.385436,0.17132,0.782082,0.390868,0.374319,0.094124
0.676285,0.130077,0.658715,0.674201,0.117054,0.744076,0.257826
0.007778,0.692323,0.09243,0.295318,0.607464,0.034196,0.4582
0.971994,0.333158,0.704095,0.452829,0.860813,0.845023,0.401036
0.975782,0.765476,0.970204,0.700095,0.730425,0.865289,0.040637
0.116636,0.775484,0.625816,0.26239,0.897192,0.976616,0.943884
0.019968,0.180756,0.37151,0.433407,0.949711,0.550642,0.553258
0.540879,0.61654,0.829909,0.110347,0.636591,0.760499,0.919136
0.0976,0.927008,0.986562,0.267519,0.355945,0.044235,0.407559
0.229595,0.315148,0.719532,0.65724,0.038059,0.449039,0.258205
0.262562,0.206625,0.522574,0.424965,0.142248,0.790205,0.856246
0.971425,0.520797,0.171635,0.405467,0.491773,0.646084,0.181926
0.645461,0.872434,0.385403,0.700381,0.643816,0.760833,0.708066
0.543149,0.08902,0.036283,0.2608,0.30147,0.240742,0.331431
0.336561,0.713776,0.570983,0.950826,0.527049,0.057028,0.028365
0.360219,0.700287,0.943266,0.770369,0.767752,0.184271,0.281284
0.668611,0.769201,0.024375,0.261346,0.047162,0.487751,0.034581
0.433272,0.239571,0.767311,0.974004,0.869101,0.411381,0.55512
0.078935,0.30231,0.72974,0.6631,0.28371,0.476922,0.561798
0.140853,0.409294,0.023161,0.766766,0.802808,0.490726,0.732124
0.055639,0.378658,0.933704,0.10387,0.849503,0.559212,0.433231
0.25985,0.163036,0.203177,0.727878,0.866385,0.18664,0.469552
0.782055,0.144099,0.330801,0.491496,0.03568,0.0934,0.307409
0.274086,0.524068,0.854209,0.654397,0.98087,0.568207,0.676363
0.106348,0.074469,0.533749,0.655516,0.759739,0.632721,0.246353
0.479997,0.064314,0.468586,0.342086,0.249437,0.356044,0.159397
0.881323,0.713213,0.151722,0.470499,0.943478,0.218464,0.142901
0.56246,0.000697,0.931441,0.476847,0.202657,0.268364,0.274098
0.960906,0.079073,0.214935,0.192679,0.941408,0.488022,0.186762
0.509728,0.474331,0.524307,0.999092,0.419298,0.845868,0.30095
0.086331,0.850125,0.08095,0.07902,0.58815,0.266999,0.577594
0.944985,0.844118,0.845705,0.050307,0.360226,0.147752,0.256789
0.518044,0.726138,0.656412,0.764289,0.81916,0.697469,0.098717
0.564705,0.757938,0.471756,0.31956,0.926501,0.137668,0.398582
0.560143,0.372438,0.741745,0.840473,0.763292,0.740423,0.000247
0.824969,0.064331,0.585883,0.625677,0.886827,0.418699,0.978336
0.431095,0.631356,0.121683,0.794881,0.103302,0.212303,0.831778
0.055029,0.740848,0.760878,0.655825,0.902761,0.136967,0.194355
0.225577,0.817659,0.807985,0.151074,0.721696,0.247378,0.627745
0.987415,0.517492,0.128674,0.951767,0.613265,0.399149,0.496647
0.892024,0.805765,0.00552,0.080567,0.359041,0.737056,0.475643
0.440559,0.478223,0.189752,0.117279,0.827739,0.749122,0.236765
0.9952,0.673798,0.910306,0.172694,0.575756,0.025126,0.284872
0.711704,0.238774,0.661013,0.015187,0.061614,0.42589,0.059345
0.049406,0.99269,0.31303,0.881769,0.806747,0.994181,0.870268
0.303972,0.583536,0.307793,0.442697,0.401054,0.062833,0.26702
0.45599,0.763883,0.543067,0.180001,0.464815,0.996261,0.869276
0.533896,0.215023,0.54659,0.458073,0.974948,0.256782,0.697861
0.826077,0.280207,0.404553,0.181613,0.434948,0.896672,0.857478
0.709924,0.848327,0.824532,0.798415,0.61444,0.731731,0.832592
0.663058,0.51916,0.583488,0.095222,0.607518,0.72358,0.72484
0.124976,0.922359,0.442313,0.273426,0.687535,0.49832,0.672711
0.204558,0.657215,0.897469,0.481983,0.952315,0.226444,0.248753
0.492652,0.370805,0.005118,0.157711,0.017002,0.741084,0.497115
0.152054,0.830684,0.867031,0.029377,0.216014,0.944031,0.295167
0.560385,0.443781,0.290319,0.217296,0.419405,0.921068,0.339417
0.553896,0.301234,0.670322,0.905656,0.305864,0.491736,0.912281
0.605199,0.444639,0.368,0.343657,0.585019,0.89343,0.461025
0.774048,0.308909,0.949183,0.053289,0.834786,0.735513,0.482625
0.549219,0.161952,0.630751,0.006994,0.355202,0.31721,0.767164
0.425853,0.124882,0.683407,0.090055,0.592707,0.396131,0.893292
0.549874,0.506558,0.867172,0.6296,0.882567,0.549275,0.683744
0.1951,0.477941,0.795998,0.315177,0.075672,0.578639,0.4611
0.73087,0.831125,0.703638,0.705606,0.1173,0.460435,0.303344
0.376195,0.057948,0.101162,0.486072,0.293054,0.009187,0.024432
0.729808,0.185747,0.381305,0.717344,0.403908,0.929173,0.178219
0.719595,0.058674,0.792671,0.834804,0.764123,0.089438,0.090056
0.433708,0.00163,0.620461,0.431975,0.519696,0.218028,0.184856
0.361334,0.284124,0.553627,0.67451,0.160821,0.510836,0.180064
0.569902,0.997974,0.687838,0.803104,0.516836,0.061509,0.12749
0.278498,0.349065,0.053478,0.559838,0.242394,0.828977,0.610184
0.905451,0.398838,0.978222,0.993688,0.118942,0.186739,0.175833
0.656094,0.963068,0.099612,0.679729,0.329922,0.856337,0.522692
0.999019,0.686131,0.100514,0.939705,0.524254,0.914229,0.922804
0.370402,0.823237,0.728743,0.703492,0.053859,0.20519,0.624233
0.620217,0.627426,0.663351,0.075271,0.127241,0.29196,0.521864
0.964253,0.420926,0.019879,0.614017,0.24864,0.231268,0.525724
0.175064,0.9437,0.347828,0.015279,0.770971,0.58725,0.696747
0.710092,0.401165,0.215949,0.358253,0.912077,0.333272,0.337849
0.819326,0.565179,0.739443,0.398845,0.687852,0.311229,0.646316
0.876204,0.30046,0.098899,0.943798,0.824472,0.634383,0.239718
0.445558,0.795222,0.966168,0.686006,0.657848,0.253812,0.833555
0.273577,0.095132,0.847725,0.977015,0.156261,0.93111,0.656832
0.869578,0.431892,0.940087,0.146866,0.198588,0.018992,0.445653
0.105992,0.451228,0.819031,0.805605,0.895833,0.038061,0.285028
0.271447,0.729746,0.562795,0.151975,0.484248,0.227454,0.436626
0.790768,0.426678,0.536795,0.217222,0.727214,0.613785,0.653462
0.907508,0.148619,0.155978,0.567841,0.94036,0.288228,0.000468
0.344815,0.504193,0.863183,0.229514,0.269077,0.084424,0.965005
0.451074,0.156851,0.209191,0.14644,0.655765,0.798321,0.606251
0.50303,0.593422,0.272731,0.079788,0.001145,0.56769,0.817672
0.141306,0.217612,0.125633,0.742788,0.214938,0.675657,0.52023
0.018543,0.140622,0.802561,0.355773,0.949366,0.299235,0.45995
0.668281,0.96173,0.778124,0.066835,0.864705,0.709281,0.253492
0.142526,0.200921,0.084967,0.135814,0.415369,0.516921,0.797378
0.542889,0.144627,0.187566,0.470117,0.838792,0.88123,0.517586
0.938746,0.774404,0.104504,0.499977,0.749379,0.910972,0.084248
0.117848,0.509196,0.379654,0.583749,0.44186,0.073628,0.259013
0.558601,0.955109,0.109056,0.750488,0.48827,0.564988,0.272916
0.439284,0.063519,0.504271,0.181021,0.861034,0.235831,0.492151
0.593735,0.920987,0.869488,0.787416,0.220514,0.462494,0.570368
0.272447,0.703061,0.848539,0.463678,0.620902,0.488381,0.412792
0.178947,0.265374,0.302061,0.454022,0.103446,0.590908,0.456287
0.199355,0.342784,0.992557,0.516657,0.236497,0.610437,0.201955
0.41311,0.646488,0.220316,0.920463,0.479093,0.444615,0.007252
0.866626,0.336822,0.913602,0.799076,0.901864,0.981431,0.708153
0.616622,0.178578,0.535626,0.355227,0.327651,0.9235,0.56692
0.349284,0.288008,0.23185,0.259536,0.731191,0.316325,0.980642
0.792615,0.427958,0.40823,0.179233,0.219075,0.00576,0.573951
0.021807,0.890263,0.788699,0.163258,0.007938,0.785263,0.75473
0.820165,0.232858,0.935807,0.697216,0.032092,0.357053,0.164917
0.934162,0.366497,0.934674,0.78758,0.68275,0.058704,0.411082
0.404795,0.399891,0.424669,0.212754,0.69187,0.072474,0.402118
0.519666,0.977968,0.844091,0.04173,0.873796,0.236749,0.238903
0.793146,0.234783,0.759114,0.70061,0.427672,0.326184,0.200894
0.474937,0.26048,0.774041,0.45558,0.108076,0.384703,0.944424
0.009766,0.146176,0.051114,0.742409,0.73226,0.99246,0.598072
0.602379,0.890915,0.795746,0.362627,0.081155,0.480859,0.95633
0.097828,0.811252,0.962446,0.065185,0.67119,0.352013,0.3008
0.07248,0.573752,0.704175,0.766027,0.815989,0.098221,0.418791
0.733296,0.803831,0.998621,0.051821,0.029593,0.883386,0.310895
0.010281,0.360954,0.336934,0.58849,0.877922,0.103609,0.693639
0.399171,0.992527,0.688294,0.369984,0.778919,0.229867,0.902447
0.438675,0.018875,0.057431,0.382701,0.068815,0.190047,0.987621
0.543236,0.427139,0.189912,0.060276,0.73301,0.965835,0.961646
0.555389,0.38295,0.07385,0.28075,0.022395,0.744829,0.839252
0.939312,0.884609,0.869477,0.18577,0.689593,0.602209,0.977505
0.871645,0.851718,0.501596,0.554429,0.800252,0.593242,0.543515
0.45757,0.418911,0.500872,0.071228,0.672261,0.628145,0.083648
0.916151,0.116999,0.519663,0.497659,0.453345,0.498013,0.708649
0.32601,0.490666,0.270063,0.534678,0.092676,0.489304,0.741346
0.086989,0.72825,0.477271,0.511575,0.311718,0.675689,0.965705
0.243083,0.169002,0.259245,0.074499,0.982439,0.517786,0.313767
0.469973,0.863031,0.95429,0.608132,0.935815,0.015358,0.68201
0.272617,0.428525,0.611057,0.968654,0.015338,0.227455,0.571241
0.687078,0.114558,0.488295,0.940532,0.973384,0.528489,0.006307
0.837454,0.361073,0.465353,0.07456,0.803895,0.416232,0.94591
0.538296,0.086843,0.778461,0.36378,0.828262,0.278532,0.096928
0.378654,0.744211,0.223968,0.033511,0.198641,0.954882,0.317662
0.926456,0.21002,0.592348,0.166945,0.666178,0.354355,0.101903
0.742358,0.817931,0.407709,0.977361,0.749351,0.102003,0.103401
0.637477,0.267488,0.552338,0.016102,0.472569,0.454587,0.670697
0.200444,0.55876,0.755594,0.554848,0.154307,0.545161,0.397645
0.259303,0.571106,0.595713,0.721729,0.108938,0.275242,0.108907
0.994597,0.550437,0.228183,0.866034,0.930473,0.097627,0.212488
0.322289,0.614891,0.153252,0.529634,0.757071,0.337109,0.770838
0.381071,0.455905,0.525508,0.76707,0.501194,0.055253,0.490031
0.142052,0.965037,0.658962,0.074112,0.434235,0.40248,0.328963
0.041448,0.941942,0.693328,0.187308,0.359648,0.186093,0.649501
0.282077,0.599701,0.55957,0.927107,0.936524,0.199566,0.521197
0.34238,0.327732,0.189957,0.646636,0.747626,0.563393,0.61011
0.097162,0.083998,0.08185,0.308274,0.232026,0.152806,0.554959
0.709052,0.116279,0.616852,0.332869,0.856878,0.907116,0.702843
0.742084,0.25242,0.897379,0.58861,0.910584,0.440136,0.819903
0.809573,0.528665,0.809121,0.876368,0.628038,0.815272,0.981783
0.533613,0.505233,0.511614,0.321607,0.191888,0.973486,0.647272
0.634418,0.925818,0.577397,0.364688,0.338653,0.624075,0.437467
0.531737,0.346767,0.429841,0.195157,0.619154,0.210085,0.222988
0.250985,0.466546,0.034611,0.452342,0.213423,0.730982,0.317958
0.275518,0.080373,0.271258,0.898841,0.65546,0.311052,0.809762
0.811675,0.815503,0.778639,0.622461,0.166426,0.493097,0.882721
0.879993,0.393298,0.846428,0.518972,0.466519,0.87188,0.320071
0.429789,0.397246,0.004044,0.555202,0.236882,0.879548,0.329669
0.317453,0.167642,0.906927,0.409862,0.06461,0.508924,0.252774
0.482235,0.822724,0.024332,0.279164,0.852767,0.134447,0.208672
0.962195,0.335287,0.506809,0.655993,0.956715,0.861354,0.931157
0.413326,0.702189,0.856744,0.239003,0.300552,0.035549,0.872156
0.874922,0.874753,0.350346,0.020313,0.203073,0.591141,0.136083
0.752459,0.204642,0.60509,0.322847,0.816928,0.573357,0.334701
0.27621,0.601334,0.208898,0.94257,0.207716,0.246471,0.720743
0.374749,0.351517,0.638547,0.497486,0.257051,0.19627,0.70322
0.0252,0.335636,0.0867,0.827538,0.067568,0.298283,0.522698
0.038468,0.451005,0.372621,0.318707,0.355383,0.454514,0.58954
0.654251,0.057779,0.055094,0.918033,0.68275,0.484951,0.839741
0.972407,0.704785,0.150661,0.176615,0.633493,0.071725,0.839438
0.95393,0.319903,0.724877,0.52055,0.168367,0.485581,0.47028
0.991129,0.495297,0.621259,0.959618,0.263998,0.354487,0.4464
0.424207,0.093588,0.535848,0.693869,0.335566,0.272539,0.430275
0.085551,0.823268,0.846325,0.878293,0.796535,0.40616,0.433283
0.378603,0.486104,0.649893,0.051948,0.813485,0.107212,0.291832
0.414324,0.996195,0.951688,0.997027,0.960665,0.39739,0.805252
0.523696,0.588962,0.271224,0.453066,0.506489,0.364313,0.776767
0.241851,0.036816,0.913991,0.636831,0.123268,0.357558,0.853996
0.961948,0.515006,0.424261,0.834055,0.03099,0.512783,0.4587
0.455828,0.539004,0.048432,0.966268,0.605093,0.169582,0.406106
0.40129,0.763304,0.805966,0.471146,0.955261,0.090082,0.466293
0.412205,0.539419,0.68159,0.554769,0.878357,0.578236,0.068277
0.286776,0.211417,0.05028,0.244413,0.355389,0.772003,0.644954
0.051041,0.334181,0.715773,0.51677,0.282317,0.734424,0.059462
0.135154,0.017715,0.458743,0.491539,0.997488,0.342557,0.74075
0.878746,0.958238,0.557859,0.281123,0.388276,0.282061,0.521136
0.536114,0.037816,0.780348,0.646142,0.984988,0.796128,0.151615
0.967435,0.362802,0.487655,0.600431,0.561462,0.988865,0.739803
0.621318,0.517956,0.87226,0.082507,0.103816,0.860602,0.363668
0.323604,0.022499,0.111274,0.453835,0.565057,0.980662,0.714606
0.802385,0.145227,0.892359,0.014054,0.043521,0.90087,0.035916
0.735359,0.439501,0.596053,0.849669,0.678686,0.169236,0.090368
0.720048,0.745609,0.123292,0.785762,0.692713,0.266376,0.836473
0.708332,0.831823,0.518974,0.927155,0.43736,0.147678,0.082419
0.599768,0.554415,0.983287,0.915603,0.642147,0.691123,0.566328
0.00257,0.263444,0.038094,0.132063,0.781553,0.85065,0.356101
0.46441,0.741906,0.23135,0.091515,0.075866,0.310066,0.224899
0.402594,0.384995,0.358562,0.871595,0.257073,0.92657,0.678849
0.931907,0.980838,0.27762,0.752225,0.588373,0.306693,0.651615
0.689336,0.165845,0.794286,0.647922,0.733457,0.133394,0.903659
0.52964,0.087456,0.317327,0.481083,0.437863,0.476376,0.433827
0.61277,0.39159,0.827811,0.212279,0.903132,0.553508,0.231765
0.169533,0.144885,0.3048,0.67866,0.334531,0.565055,0.437049
0.338986,0.818287,0.42841,0.674923,0.539087,0.021388,0.381132
0.765648,0.043976,0.932427,0.839521,0.584756,0.593673,0.316732
0.530788,0.163421,0.132505,0.412732,0.039463,0.618065,0.426161
0.241047,0.357227,0.827457,0.678219,0.413854,0.285739,0.959951
0.775429,0.556915,0.645901,0.102053,0.744195,0.392284,0.809125
0.936786,0.438564,0.43148,0.158815,0.361583,0.431981,0.077525
0.405847,0.060472,0.991879,0.245988,0.195164,0.971815,0.849598
0.617699,0.769745,0.555546,0.50233,0.740158,0.525789,0.210572
0.80561,0.194122,0.461802,0.030626,0.516741,0.440237,0.617763
0.126026,0.37404,0.003247,0.414677,0.50958,0.015926,0.935639
0.349007,0.825974,0.637561,0.765855,0.337481,0.238205,0.470821
0.826248,0.171798,0.510765,0.965441,0.391041,0.377203,0.25314
0.778089,0.86455,0.530968,0.521573,0.661807,0.913451,0.557509
0.227164,0.254418,0.521204,0.645629,0.752568,0.028584,0.701064
0.901674,0.933879,0.930402,0.505486,0.350714,0.842586,0.034097
0.232613,0.121559,0.351602,0.834236,0.526896,0.020363,0.511264
0.868887,0.413343,0.07213,0.435765,0.882787,0.484574,0.095217
0.054684,0.60692,0.406701,0.036379,0.017757,0.262185,0.593517
0.383748,0.702931,0.47442,0.296868,0.636673,0.965764,0.554591
0.247265,0.526821,0.021692,0.665596,0.915449,0.571484,0.12718
0.181734,0.008572,0.792026,0.866062,0.599514,0.535535,0.270799
0.601036,0.144681,0.186795,0.521672,0.117053,0.435699,0.403511
0.466595,0.860328,0.151349,0.417775,0.866281,0.618581,0.821292
0.421481,0.671279,0.798347,0.682938,0.899962,0.400436,0.848863
0.500279,0.201739,0.109904,0.988327,0.399816,0.043573,0.064435
0.625743,0.173301,0.254286,0.321826,0.581113,0.116156,0.498043
0.835483,0.636244,0.65097,0.051887,0.225928,0.576563,0.326796
0.541323,0.390488,0.949672,0.462377,0.874361,0.27582,0.66917
0.431801,0.091899,0.277277,0.44455,0.455266,0.317557,0.117046
0.180281,0.222605,0.773459,0.874677,0.109199,0.226065,0.489377
0.17656,0.71922,0.636328,0.304442,0.752557,0.882115,0.270645
0.829742,0.610165,0.185901,0.097109,0.531781,0.360711,0.646804
0.242049,0.924159,0.073389,0.00337,0.487479,0.849803,0.934724
0.016849,0.128844,0.220147,0.401435,0.352727,0.689227,0.525375
0.68627,0.266796,0.064482,0.496043,0.216984,0.159604,0.063581
0.946289,0.943235,0.581516,0.299427,0.523725,0.340208,0.917286
0.326482,0.711508,0.388296,0.677868,0.109696,0.074964,0.539114
0.212334,0.857353,0.192503,0.318536,0.171579,0.435582,0.517478
0.71419,0.007102,0.640269,0.854658,0.486922,0.497088,0.253463
0.310299,0.644437,0.313847,0.036364,0.124265,0.523155,0.715836
0.492419,0.913513,0.33473,0.778149,0.156978,0.52648,0.007183
0.067356,0.580299,0.874224,0.780498,0.836657,0.352251,0.084531
0.704056,0.465978,0.61694,0.683264,0.380255,0.970067,0.100705
0.940348,0.037224,0.013392,0.856401,0.269581,0.517515,0.231106
